"unix_time","race","arstmade","lat","lng"
1310110020,"W","N",40.73736,-73.996838
1310114520,"B","N",40.73736,-73.996838
1310111400,"Q","N",40.73736,-73.996838
1310194500,"Q","N",40.739751,-74.002522
1310191080,"B","N",40.739751,-74.002522
1310179800,"Q","N",40.739751,-74.002522
1310176020,"B","N",40.739751,-74.002522
1310170320,"W","N",40.739751,-74.002522
1310229060,"B","N",40.73736,-73.996838
1309926720,"W","N",40.731706,-74.000956
1309983600,"B","N",40.73736,-73.996838
1309980780,"B","N",40.73736,-73.996838
1310404500,"B","N",40.73736,-73.996838
1310402100,"B","N",40.73736,-73.996838
1310142600,"P","N",40.73736,-73.996838
1310406000,"B","N",40.73736,-73.996838
1309982400,"B","N",40.73736,-73.996838
1309984800,"B","N",40.73736,-73.996838
1310457900,"B","N",40.731706,-74.000956
1310508900,"W","N",40.731706,-74.000956
1310504400,"B","N",40.73736,-73.996838
1310558400,"B","N",40.731706,-74.000956
1310622540,"B","N",40.731706,-74.000956
1309634220,"P","N",40.73736,-73.996838
1310059860,"Q","N",40.73736,-73.996838
1310661900,"W","N",40.73736,-73.996838
1310400600,"W","N",40.739751,-74.002522
1310402100,"Q","N",40.739751,-74.002522
1310178300,"W","Y",40.730147,-73.997806
1309567320,"B","N",40.73068,-74.000609
1310196000,"A","Y",40.728602,-74.000064
1309521300,"W","N",40.730421,-74.0022
1310916600,"B","N",40.731706,-74.000956
1310848800,"W","N",40.733932,-74.000685
1310812800,"W","N",40.727152,-73.997124
1310501400,"B","N",40.739751,-74.002522
1310501400,"B","N",40.739751,-74.002522
1310880300,"B","N",40.735504,-74.008371
1310880300,"Z","N",40.735504,-74.008371
1310880300,"B","N",40.735504,-74.008371
1310880300,"B","Y",40.735504,-74.008371
1310875500,"B","N",40.737568,-74.009742
1310193000,"Q","N",40.72693,-73.996659
1310193000,"W","N",40.72693,-73.996659
1310875500,"B","N",40.735998,-74.009883
1310193000,"Q","N",40.72693,-73.996659
1310193000,"W","N",40.72693,-73.996659
1310874600,"B","N",40.732403,-74.010196
1310685360,"B","N",40.730059,-73.999364
1310536800,"B","N",40.730946,-74.006736
1310454600,"B","N",40.740942,-74.00748
1309521300,"Q","N",40.730421,-74.0022
1310195100,"W","N",40.736004,-73.993616
1310200800,"B","N",40.731064,-74.00141
1310201100,"B","N",40.731064,-74.00141
1310212320,"Q","N",40.729988,-74.008291
1310188680,"B","Y",40.728495,-73.9986
1309673700,"W","N",40.734253,-74.002969
1310182320,"Z","Y",40.732214,-73.99861
1310178600,"B","N",40.735727,-74.002063
1309618200,"B","N",NA,NA
1309587300,"B","N",40.739751,-74.002522
1309593900,"W","N",40.733605,-74.002857
1310465580,"B","N",40.733205,-74.005437
1310187900,"W","Y",40.729,-73.998138
1310285400,"W","N",40.740668,-74.005578
1310188200,"B","N",40.732315,-74.000512
1310185800,"W","Y",40.727644,-73.9993
1310185800,"B","Y",40.727644,-73.9993
1310685360,"W","N",40.730059,-73.999364
1310374800,"Q","N",40.73259,-74.005037
1309585500,"B","N",40.733742,-74.006292
1310350680,"B","N",NA,NA
1310610600,"W","N",40.730904,-74.006267
1310367720,"B","N",40.733589,-74.007342
1310358600,"B","Y",40.729722,-74.001923
1309839540,"W","N",40.726933,-73.999917
1310277600,"B","N",40.733054,-74.006408
1310542200,"B","N",40.732315,-74.000512
1310333700,"W","N",40.732214,-73.99861
1309618500,"B","N",NA,NA
1310086080,"B","Y",40.730147,-73.997806
1309618500,"W","N",NA,NA
1310185800,"Q","Y",40.727644,-73.9993
1310185800,"B","N",40.735002,-74.006982
1310454600,"B","N",40.740942,-74.00748
1311015600,"B","N",40.731706,-74.000956
1310802300,"B","Y",40.741474,-74.008715
1310091600,"B","N",40.729996,-74.001259
1310106600,"W","N",40.736323,-74.006635
1310826900,"B","N",40.727927,-73.998647
1310154900,"B","N",40.73736,-73.996838
1311290520,"W","N",40.731706,-74.000956
1311292320,"Q","N",40.731706,-74.000956
1310490000,"B","N",40.73736,-73.996838
1310490000,"B","N",40.73736,-73.996838
1311496500,"W","N",40.73736,-73.996838
1311464460,"B","N",40.739751,-74.002522
1311467700,"W","N",40.739751,-74.002522
1311475800,"Q","N",40.739751,-74.002522
1311507000,"B","N",40.731706,-74.000956
1309528800,"W","N",40.735367,-74.006044
1310737800,"W","N",40.741321,-74.006271
1311077100,"Q","N",40.732851,-73.997734
1309500900,"B","N",40.735203,-73.991689
1311132000,"B","Y",40.730836,-74.000966
1311132000,"B","Y",40.730836,-74.000966
1311128100,"B","N",40.732403,-74.010196
1311063120,"Z","N",40.733032,-74.006577
1311063120,"Z","N",40.733032,-74.006577
1309702500,"W","N",40.730586,-74.006804
1309797300,"A","N",40.730946,-73.993249
1309794600,"B","N",40.736863,-74.003474
1309815900,"W","N",40.735513,-73.992462
1310106300,"B","N",40.732883,-74.006422
1310106180,"W","N",40.73503,-74.002287
1310456100,"Z","N",40.733054,-74.006408
1310305560,"Q","N",40.735713,-73.992938
1309704120,"W","N",40.738763,-74.006318
1311246000,"B","N",40.734659,-74.004748
1311229800,"B","N",40.732974,-74.006891
1309674300,"W","N",40.729557,-73.999776
1311543300,"B","N",40.731706,-74.000956
1310419800,"B","N",40.738551,-73.999682
1311111000,"Q","N",40.738551,-73.999682
1311741000,"Q","N",40.739751,-74.002522
1311693000,"B","N",40.731706,-74.000956
1311837060,"W","N",40.740711,-74.009025
1311837060,"W","N",40.740711,-74.009025
