"uid","year","pct","ser_num","datestop","timestop","recstat","inout","trhsloc","perobs","crimsusp","perstop","typeofid","explnstp","othpers","arstmade","arstoffn","sumissue","sumoffen","compyear","comppct","offunif","officrid","frisked","searched","contrabn","adtlrept","pistol","riflshot","asltweap","knifcuti","machgun","othrweap","pf_hands","pf_wall","pf_grnd","pf_drwep","pf_ptwep","pf_baton","pf_hcuff","pf_pepsp","pf_other","radio","ac_rept","ac_inves","rf_vcrim","rf_othsw","ac_proxm","rf_attir","cs_objcs","cs_descr","cs_casng","cs_lkout","rf_vcact","cs_cloth","cs_drgtr","ac_evasv","ac_assoc","cs_furtv","rf_rfcmp","ac_cgdir","rf_verbl","cs_vcrim","cs_bulge","cs_other","ac_incid","ac_time","rf_knowl","ac_stsnd","ac_other","sb_hdobj","sb_outln","sb_admis","sb_other","repcmd","revcmd","rf_furt","rf_bulg","offverb","offshld","forceuse","sex","race","dob","age","ht_feet","ht_inch","weight","haircolr","eyecolor","build","othfeatr","addrtyp","rescode","premtype","premname","addrnum","stname","stinter","crossst","aptnum","city","state","zip","addrpct","sector","beat","post","xcoord","ycoord","dettypcm","linecm","detailcm","monthstop","daystop","yearstop","hourstop","minutestop","lng","lat","unix_time","X","ntaname","ntacode"
"I11",2011,23,118,1012011,20,"1","O","H",1,"MISD",2,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N",805,805,"N","N"," "," ",NA,"F","Q",12311900,17,5,6,120,"BK","BR","M"," ","R",NA,NA,"STEPS"," ","PARK AVENUE","EAST 109 STREET","EAST 108 STREET",NA,"MANHATTAN",NA,NA,23,"E"," ",NA,998940,228642,"CM",1,20,1,1,2011,0,20,-73.946946,40.794233,1293859200,11,"East Harlem South","MN33"
"I12",2011,75,8,1012011,20,"A","I","P",1,"CPW",10,"P","Y","N","N"," ","Y","10-125",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","N","Y","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","Y","N","Y","Y","Y","N","Y","N","N","N","N","N",75,75,"Y","N"," "," ",NA,"M","B",6081992,17,5,8,155,"BK","BR","M"," ","R",NA,NA,"APT BLDG","510","RIVERDALE AVENU","ALABAMA AVENUE","WILLIAMS AVENUE",NA,"BROOKLYN",NA,NA,75,"F"," ",NA,1012795,180734,"CM",1,20,1,1,2011,0,20,-73.897111,40.662703,1293859200,12,"East New York (Pennsylvania Ave)","BK85"
"I13",2011,30,23,1012011,20,"1","I","T",2,"ASSAULT",8,"P","Y","Y","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",862,862,"N","N"," "," ",NA,"M","B",6281969,41,5,6,145,"BK","BR","T"," ","R",NA,NA,"MEZZANINE"," "," ","SAINT NICHOLAS AVENUE","WEST 145 STREET",NA,"MANHATTAN",NA,NA,30,"C"," ",NA,999539,239499,"CM",1,9,1,1,2011,0,20,-73.944758,40.824031,1293859200,13,"Hamilton Heights","MN04"
"I14",2011,75,17,1012011,20,"A","I","P",1,"CPW",10,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","N","Y","Y","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","Y","Y","Y","N","Y","N","N","N","N","N",75,75,"Y","N"," "," ",NA,"M","B",7141991,18,5,6,145,"BK","BR","M"," ","R",NA,NA,"APT BUILDING","510","RIVERDALE AVENU","ALABAMA AVENUE","WILLIAMS AVENUE",NA,"BROOKLYN",NA,NA,75,"F"," ",NA,1012795,180734,"CM",1,20,1,1,2011,0,20,-73.897111,40.662703,1293859200,14,"East New York (Pennsylvania Ave)","BK85"
"I15",2011,30,24,1012011,20,"1","I","T",2,"ASSAULT",8,"P","Y","Y","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",862,862,"N","N"," "," ",NA,"M","B",12041975,35,5,8,215,"BK","BR","H"," ","R",NA,NA,"MEZZANINE"," "," ","SAINT NICHOLAS AVENUE","WEST 145 STREET",NA,"MANHATTAN",NA,NA,30,"C"," ",NA,999539,239499,"CM",1,9,1,1,2011,0,20,-73.944758,40.824031,1293859200,15,"Hamilton Heights","MN04"
"I16",2011,88,3,1012011,20,"A","O","P",1,"CPW",3,"P","Y","Y","N"," ","N"," ",0,0,"N"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N",88,88,"N","N","V","S",NA,"M","B",12311900,20,5,9,170,"BK","BR","M"," ","R",NA,NA,"STREET"," "," ","CUMBERLAND STREET","PARK AVENUE",NA,"BROOKLYN",NA,NA,88,"G"," ",NA,991335,192891,"CM",1,20,1,1,2011,0,20,-73.974449,40.696115,1293859200,16,"Fort Greene","BK68"
"I17",2011,88,2,1012011,20,"A","O","P",1,"CPW",3,"P","Y","N","N"," ","N"," ",0,0,"N"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N",88,88,"N","N","V","S",NA,"M","B",12311900,21,5,10,179,"BK","BR","M"," ","R",NA,NA,"STREET"," "," ","PARK AVENUE","CUMBERLAND STREET",NA,"BROOKLYN",NA,NA,88,"G"," ",NA,991335,192891,"CM",1,20,1,1,2011,0,20,-73.974449,40.696115,1293859200,17,"Fort Greene","BK68"
"I18",2011,23,129,1012011,20,"1","O","H",1,"MISD",1,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",805,805,"Y","N"," "," ",NA,"M","B",12311900,22,6,1,170,"BK","BR","T"," ","R",NA,NA,"SIDEWALK"," ","EAST 105 STREET","2 AVENUE","1 AVENUE",NA,"MANHATTAN",NA,NA,23,"A"," ",NA,1000710,226718,"CM",1,20,1,1,2011,0,20,-73.940558,40.788949,1293859200,18,"East Harlem South","MN33"
"I19",2011,30,21,1012011,20,"1","I","T",5,"ASSAULT",5,"P","Y","N","N"," ","N"," ",0,0,"N"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","Y","Y","Y","Y","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N",862,862,"Y","N","V","S",NA,"M","Q",4241993,17,5,5,155,"BK","BR","M"," ","R",NA,NA,"SUBWAY"," "," ","SAINT NICHOLAS AVENUE","WEST 145 STREET",NA,"MANHATTAN",NA,NA,30,"C"," ",NA,999539,239499,"CM",1,9,1,1,2011,0,20,-73.944758,40.824031,1293859200,19,"Hamilton Heights","MN04"
"I20",2011,30,20,1012011,20,"1","I","T",5,"ASSAULT",5,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","Y","N","Y","Y","Y","Y","Y","N","N","Y","Y","N","N","N","N","N","N","N",862,862,"Y","N"," "," ",NA,"M","Q",12241990,20,5,5,250,"BK","BR","H"," ","R",NA,NA,"SUBWAY"," "," ","SAINT NICHOLAS AVENUE","WEST 145 STREET",NA,"MANHATTAN",NA,NA,30,"C"," ",NA,999539,239499,"CM",1,9,1,1,2011,0,20,-73.944758,40.824031,1293859200,20,"Hamilton Heights","MN04"
"I21",2011,23,117,1012011,20,"1","O","H",1,"MISD",2,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","Y","N","N","Y","N","N","N","N",805,805,"N","N"," "," ",NA,"M","Q",12311900,30,5,10,160,"BK","BR","M"," ","R",NA,NA,"STEPS","1485","PARK AVENUE","EAST 109 STREET","EAST 108 STREET",NA,"MANHATTAN",NA,NA,23,"E"," ",NA,998984,228715,"CM",1,20,1,1,2011,0,20,-73.946787,40.794433,1293859200,21,"East Harlem South","MN33"
"I22",2011,23,6,1012011,22,"1","O","H",1,"CPW",2,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",805,805,"Y","N"," "," ",NA,"M","Q",12311900,16,5,6,150,"BR","BR","T"," ","R",NA,NA,"SIDEWALK","1485","PARK AVENUE","EAST 109 STREET","EAST 108 STREET",NA,"MANHATTAN",NA,NA,23,"E"," ",NA,998984,228715,"CM",1,20,1,1,2011,0,22,-73.946787,40.794433,1293859320,22,"East Harlem South","MN33"
"I23",2011,120,49,1012011,25,"A","O","P",1,"CPW",5,"P","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","Y","N","Y","Y","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","Y","N","N","Y","Y","N","N","N","Y","N","N","N",120,120,"Y","N"," "," ",NA,"F","B",8161959,51,5,9,180,"BK","BR","H"," ","R",NA,NA,"BARBER SHOP","411","JERSEY STREET","SCRIBNER AVENUE","WINTER AVENUE",NA,"STATEN IS",NA,NA,120,"G"," ",10,959968,171859,"CM",1,20,1,1,2011,0,25,-74.08749,40.638356,1293859500,23,"West New Brighton-New Brighton-St. George","SI22"
"I24",2011,120,50,1012011,25,"A","O","P",1,"CPW",5,"P","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","Y","N","Y","Y","N","N","N","N","N","Y","N","N","N","Y","N","Y","N","Y","N","N","Y","Y","N","N","N","Y","N","N","N",120,120,"Y","N"," "," ",NA,"F","B",10041960,50,5,8,190,"BK","BR","H"," ","R",NA,NA,"BARBER SHOP","411","JERSEY STREET","SCRIBNER AVENUE","WINTER AVENUE",NA,"STATEN IS",NA,NA,120,"G"," ",10,959968,171859,"CM",1,20,1,1,2011,0,25,-74.08749,40.638356,1293859500,24,"West New Brighton-New Brighton-St. George","SI22"
"I25",2011,101,11,1012011,25,"1","O","H",2,"FELONY",2,"V","Y","N","N"," ","N"," ",0,0,"N"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",101,101,"Y","Y","V","S",NA,"M","B",7301991,16,5,8,155,"BK","BR","T"," ","R",NA,NA,"SIDEWALK"," ","BEACH CHANNEL D","BEACH 40 STREET","BEACH 39 STREET",NA,"QUEENS",NA,NA,101,"F"," ",NA,1047709,156466,"CM",1,20,1,1,2011,0,25,-73.771494,40.595912,1293859500,25,"Hammels-Arverne-Edgemere","QN12"
"I26",2011,23,26,1012011,25,"1","O","H",2,"MISD",5,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","Y","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N",805,805,"N","N"," "," ",NA,"M","B",12311900,15,5,4,145,"BK","BR","M"," ","R",NA,NA," "," "," ","LEXINGTON AVENUE","EAST 110 STREET",NA,"MANHATTAN",NA,NA,23,"E"," ",NA,999643,228852,"CM",1,20,1,1,2011,0,25,-73.944406,40.794808,1293859500,26,"East Harlem South","MN33"
"I27",2011,23,17,1012011,25,"1","O","H",3,"MISD",5,"P","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N",805,805,"N","N"," "," ",NA,"M","B",12311900,15,5,6,160,"BK","BR","M"," ","R",NA,NA,"C/O 110 LEXIN"," "," ","LEXINGTON AVENUE","EAST 110 STREET",NA,"MANHATTAN",NA,NA,23,"E"," ",NA,999643,228852,"CM",1,20,1,1,2011,0,25,-73.944406,40.794808,1293859500,27,"East Harlem South","MN33"
"I28",2011,120,288,1012011,30,"A","I","P",2,"CPW",10,"P","Y","N","Y","CPW","N"," ",0,0,"Y"," ","Y","Y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","Y",120,120,"Y","N"," "," ",NA,"F","B",5081984,26,5,6,150,"BK","BK","M"," ","R",NA,NA,"COMMERCIAL","411","JERSEY STREET","SCRIBNER AVENUE","WINTER AVENUE",NA,"STATEN IS",NA,NA,120,"G"," ",10,959968,171859,"CM",1,20,1,1,2011,0,30,-74.08749,40.638356,1293859800,28,"West New Brighton-New Brighton-St. George","SI22"
"I29",2011,28,1,1012011,30,"1","I","P",2,"FELONY",5,"V","Y","N","N"," ","N"," ",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","Y","N","Y","Y","N","N","N","N","N","N","N",28,28,"N","N"," "," ",NA,"F","B",12311900,40,5,5,140,"BK","BR","M"," ","R",NA,NA,"APARTMENT","40","MORNINGSIDE AVE"," "," ",NA,"MANHATTAN",NA,NA,28," "," ",NA,NA,NA,"CM",1,20,1,1,2011,0,30,NA,NA,1293859800,NA,NA,NA
"I30",2011,120,285,1012011,30,"A","I","P",2,"CPW",10,"P","Y","N","Y","195.05","N"," ",0,0,"Y"," ","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","N","Y","Y","N","N","N","Y","N","N","Y","N","N","N","N","N","N","N","Y",120,120,"N","N"," "," ",NA,"M","B",2011964,44,5,6,180,"BK","BR","M"," ","R",NA,NA,"COMMERCIAL","411","JERSEY STREET","SCRIBNER AVENUE","WINTER AVENUE",NA,"STATEN IS",NA,NA,120,"G"," ",10,959968,171859,"CM",1,20,1,1,2011,0,30,-74.08749,40.638356,1293859800,29,"West New Brighton-New Brighton-St. George","SI22"
"I31",2011,120,284,1012011,30,"A","I","P",2,"CPW",10,"P","Y","N","Y","220.03","N"," ",0,0,"Y"," ","Y","Y","Y","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","Y","Y","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","Y","N","Y","N","N","N","N","N","Y",120,120,"Y","N"," "," ",NA,"M","B",2211984,26,6,1,220,"BK","BK","M"," ","R",NA,NA,"COMMERCIAL","411","JERSEY STREET","SCRIBNER AVENUE","WINTER AVENUE",NA,"STATEN IS",NA,NA,120,"G"," ",10,959968,171859,"CM",1,20,1,1,2011,0,30,-74.08749,40.638356,1293859800,30,"West New Brighton-New Brighton-St. George","SI22"
"I32",2011,120,287,1012011,30,"A","I","P",2,"CPW",10,"P","Y","N","Y","195.05","N"," ",0,0,"Y"," ","Y","Y","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","Y","N","N","N","N","N","N","Y","N","N","N","Y","N","N","Y","N","N","N","N","N","N","N","Y",120,120,"N","N"," "," ",NA,"M","B",7161988,22,5,9,180,"BK","BK","M"," ","R",NA,NA,"COMMERCIAL","411","JERSEY STREET","SCRIBNER AVENUE","WINTER AVENUE",NA,"STATEN IS",NA,NA,120,"G"," ",10,959968,171859,"CM",1,20,1,1,2011,0,30,-74.08749,40.638356,1293859800,31,"West New Brighton-New Brighton-St. George","SI22"
"I33",2011,75,15,1012011,30,"A","I","P",1,"CPW",15,"V","Y","N","N"," ","Y","OPEN CONTAINER",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N",75,75,"Y","N"," "," ",NA,"M","B",8241993,17,5,7,130,"BR","BR","M"," ","R",NA,NA,"BASEMENT","510","RIVERDALE AVENU","ALABAMA AVENUE","WILLIAMS AVENUE",NA,"BROOKLYN",NA,NA,75,"F"," ",NA,1012795,180734,"CM",1,20,1,1,2011,0,30,-73.897111,40.662703,1293859800,32,"East New York (Pennsylvania Ave)","BK85"
"I34",2011,120,286,1012011,30,"A","O","P",2,"CPW",10,"P","Y","N","Y","195.05","N"," ",0,0,"Y"," ","Y","Y","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","Y","Y","N","N","Y","N","Y","N","N","N","N","N","Y",120,120,"N","N"," "," ",NA,"M","B",10161982,28,6,9,250,"BK","BR","M"," ","R",NA,NA,"COMMERCIAL","411","JERSEY STREET","SCRIBNER AVENUE","WINTER AVENUE",NA,"STATEN IS",NA,NA,120,"G"," ",10,959968,171859,"CM",1,20,1,1,2011,0,30,-74.08749,40.638356,1293859800,33,"West New Brighton-New Brighton-St. George","SI22"
"I35",2011,75,14,1012011,30,"A","I","P",1,"CPW",10,"V","Y","N","N"," ","Y","OPEN CONTAINER",0,0,"Y"," ","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y","N","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N",75,75,"Y","N"," "," ",NA,"M","B",10261991,19,5,7,130,"BR","BR","M"," ","R",NA,NA,"BASEMENT","510","RIVERDALE AVENU","ALABAMA AVENUE","WILLIAMS AVENUE",NA,"BROOKLYN",NA,NA,75,"F"," ",NA,1012795,180734,"CM",1,20,1,1,2011,0,30,-73.897111,40.662703,1293859800,34,"East New York (Pennsylvania Ave)","BK85"
